a	ə
europeenne	ˈjuːroʊˌpiːn
europewide	ˌjʊrəpˈwaɪd
europhile	ˈjʊroʊfaɪl
europhiles	ˈjʊroʊfaɪlz
europium	jʊˈroʊpiːəm
euros	ˈjuːˌroʊz
eurosid	ˈjuːrəsɪd
eurostar	ˈjʊroʊˌstɑːr
eurostat	ˌjuːˈrɔːstæt
eurosterling	ˌjuːroʊˈstɜːrlɪŋ
eurotunnel	ˌjuːroʊˈtʌnəl
eurotunnel's	ˈjʊroʊˌtʌnəlz
euroyen	ˈjuːroʊˌjen
eury	ˈjuːriː
eusebio	ˌjuːˈsiːbiːoʊ
eustace	ˈjuːstəs
eustachian	juːˈsteɪkiːən
eustacia	juːˈstɑːtʃə
eustice	ˈjuːstɪs
eustis	ˈjuːstəs
euthanasia	ˌjuːθəˈneɪʒə
euthanasia's	ˌjuːθəˈneɪʒəz
euthanize	ˈjuːθəˌnaɪz
eutsey	ˈjuːtsiː
eutsler	ˈjuːtslər
ev	ev
eva	ˈeɪvə
eva's	ˈeɪvəz
evacuate	ɪˈvækjəˌeɪt
evacuated	ɪˈvækjəˌweɪtɪd
evacuating	ɪˈvækjəˌweɪtɪŋ
evacuation	ɪˌvækjəˈweɪʃən
evacuations	ɪˌvækjəˈweɪʃənz
evacuee	ɪˈvækjuːiː
evacuees	ɪˈvækjuːiːz
evade	ɪˈveɪd
evaded	ɪˈveɪdɪd
evader	ɪˈveɪdər
evaders	ɪˈveɪdərz
evades	ɪˈveɪdz
evading	ɪˈveɪdɪŋ
evadne	ɪˈvedniː
evald	ˈevəld
evaleen	ˈevəˌliːn
evaluate	ɪˈvæljuːˌeɪt
evaluated	ɪˈvæljuːˌeɪtəd
evaluates	ɪˈvæljuːˌeɪts
evaluating	ɪˈvæljuːˌeɪtɪŋ
evaluation	ɪˌvæljuːˈeɪʃən
evaluations	ɪˌvæljuːˈeɪʃənz
evan	ˈevən
evancho	eˈvɑːnkoʊ
evander	ˌiːˈvændər
evandro	ˌeˈvɑːdroʊ
evanescence	ˌevəˈnesəns
evanescent	ˌevəˈnesənt
evangelical	ˌiːvænˈdʒelɪkəl
evangelicals	ˌiːˌvænˈdʒelɪkəlz
evangeline	ɪˈvændʒɪˌlaɪn
evangelism	ɪˈvændʒəˌlɪzəm
evangelist	ɪˈvændʒəlɪst
evangelista	evɑːŋɡeˈliːstə
evangelistic	iːˈvændʒəlɪstɪk
evangelists	ɪˈvændʒəlɪsts
evangelize	ɪˈvændʒəˌlaɪz
evangi	ɪˈvændʒiː
evanko	ɪˈvæŋkoʊ
evanoff	ˈevəˌnɔːf
evanov	ˈevəˌnɔːv
evans	ˈevənz
evans's	ˈevənzɪz
evanson	ˈevənsən
evanston	ˈevənstən
evansville	ˈevənzˌvɪl
evaporate	ɪˈvæpəˌreɪt
evaporated	ɪˈvæpəˌreɪtəd
evaporates	ɪˈvæpəˌreɪts
evaporating	ɪˈvæpəˌreɪtɪŋ
evaporation	ɪˌvæpəˈreɪʃən
evaporator	ɪˈvæpəˌreɪtər
evarts	ˈevərts
evasion	ɪˈveɪʒən
evasions	ɪˈveɪʒənz
evasive	ɪˈveɪzɪv
evatt	ˈevət
eve	iːv
evel	ˈevəl
eveland	ˈiːvlənd
eveleth	ˈevɪlɪθ
evelina	ˌeveˈliːnə
eveline	ˈevəlɪn
evelyn	ˈevələn
even	ˈiːvɪn
evendale	ˈevənˌdeɪl
evened	ˈiːvənd
evenhanded	ˌiːvənˈhændɪd
evenhandedly	ˈevənˌhændɪdliː
evening	ˈiːvnɪŋ
evening's	ˈiːvnɪŋz
evenings	ˈiːvnɪŋz
evenly	ˈiːvənliː
evenness	ˈiːvənnəs
evens	ˈiːvənz
evensen	ˈevɪnsən
evensky	ˌiːˈvenskiː
evenson	ˈevɪnsən
event	ɪˈvent
event's	ɪˈvents
eventful	ɪˈventfəl
events	ɪˈvents
eventual	əˈventʃuːəl
eventuality	əˌventʃuːˈælɪtiː
eventually	ɪˈventʃəwəliː
ever	ˈevər
everage	ˈevərɪdʒ
everard	ˈevərərd
everbach	ˈevərˌbɑːk
everding	ˈevərdɪŋ
eveready	ˈevərˌrediː
evered	ˈevərd
everest	ˈevərəst
everest's	ˈevərəsts
everett	ˈevərət
everette	ˌevəˈret
everetts	ˈevərəts
everex	ˈevərəks
everglades	ˈevərˌɡleɪdz
evergood	ˈevərˌɡʊd
evergreen	ˈevərˌɡriːn
evergreens	ˈevərˌɡriːnz
everhardt	ˈevərˌhɑːrt
everhart	ˈevərˌhɑːrt
everidge	ˈevəˌrɪdʒ
everingham	ˈevərɪŋˌhæm
everington	ˈevəˌrɪŋtən
everitt	ˈevərɪt
everlast	ˌevərˈlæst
everlasting	ˌevərˈlæstɪŋ
everlastings	ˌevərˈlæstɪŋz
everley	ˈevərliː
everling	ˈevərlɪŋ
everly	ˈevərliː
everman	ˈevərmən
evermore	ˈevərˌmɔːr
evers	ˈevərz
eversman	ˈevərsmən
eversole	ˈevərˌsoʊl
everson	ˈevərsən
evert	ɪˈvɜːrt
everton	ˈevərtən
everts	ˈevərts
every	ˈevəriː
everybody	ˈevriːˌbɑːdiː
everybody'd	ˈevriːˌbɑːdiːd
everybody's	ˈevriːˌbɑːdiːz
everyday	ˌevriːˈdeɪ
everyman	ˈevriːmən
everyman's	ˈevriːmənz
everyone	ˈevriːˌwʌn
everyone's	ˈevriːˌwʌnz
everyplace	ˈevriːˌpleɪs
everything	ˈevriːˌθɪŋ
everything's	ˈevriːˌθɪŋz
everythings	ˈevriːˌθɪŋz
everytime	ˈevriːˌtaɪm
everywhere	ˈevriːˌwer
eves	iːvz
evett	ˈevɪt
evetts	ˈevɪts
evian	ˈeviːən
evict	ɪˈvɪkt
evicted	ɪˈvɪktɪd
evicting	ɪˈvɪktɪŋ
eviction	ɪˈvɪkʃən
evictions	ɪˈvɪkʃənz
evidence	ˈevədəns
evidenced	ˈevɪdənst
evidences	ˈevədənsəz
evident	ˈevədənt
evidentiary	ˌevɪˈdenʃiːeriː
evidently	ˈevədəntliː
evil	ˈiːvəl
evildoer	ˈiːvəlˌduːər
evildoers	ˈiːvəlˌduːərz
evils	ˈiːvəlz
evilsizer	ˈiːvəlˌsaɪzər
evilsizor	ˈiːvəlˌsaɪzər
evin	ˈevɪn
evince	ɪˈvɪns
evinced	ɪˈvɪnst
evinger	ˈiːvɪŋər
evins	ˈevɪnz
eviscerate	əˈvɪsəˌreɪt
eviscerated	əˈvɪsəˌreɪtɪd
evita	eˈviːtə
evitt	ˈevɪt
evitts	ˈevɪts
evjen	ˈevdʒən
evlyn	ˈevlən
evocation	ˌiːvoʊˈkeɪʃən
evocative	ɪˈvɑːkətɪv
evoke	ɪˈvoʊk
evoked	ɪˈvoʊkt
evokes	ɪˈvoʊks
evoking	ɪˈvoʊkɪŋ
evola	eˈvoʊlə
evolution	ˌevəˈluːʃən
evolutionary	ˌevəˈluːʃəˌneriː
evolve	ɪˈvɑːlv
evolved	ɪˈvɑːlvd
evolves	ɪˈvɑːlvz
evolving	ɪˈvɑːlvɪŋ
evon	ˈevən
evonne	ˌeˈvɑːn
evrard	ˈevrərd
evren	ˈevrən
ewald	ˈjuːəld
ewalt	ˈjuːəlt
ewan	ˈjuːən
ewart	ˈjuːərt
ewbal	ˈjuːbɑːl
ewbank	ˈjuːbəŋk
ewe	juː
ewell	ˈjuːəl
ewen	ˈjuːən
ewer	ˈjuːər
ewers	ˈjuːərz
ewert	ˈjuːərt
ewes	juːz
ewig	ˈjuːɪɡ
ewing	ˈjuːɪŋ
ewing's	ˈjuːɪŋz
ewings	ˈjuːɪŋz
ewoldt	ˈjuːoʊlt
ewong	ˈjuːɔːŋ
eworld	ˈiːˌwɜːrld
ewton	ˈjuːtən
ewy	ˈjuːiː
ex	eks
ex-boyfriend	ˌeksˈbɔɪˌfrend
ex-boyfriends	ˌeksˈbɔɪˌfrendz
ex-fighter	ˌeksˈfaɪtər
ex-girlfriend	ˌekzˈɡɜːrlˌfrend
ex-girlfriends	ˌekzˈɡɜːrlˌfrendz
ex-husband	ˌeksˈhʌzbənd
ex-husbands	ˌeksˈhʌzbəndz
ex-voto	eksˌvoʊˈtoʊ
ex-wife	ˌekˈswaɪf
ex-wives	ˌekˈswaɪvz
exabyte	ˈeksəˌbaɪt
exacerbate	ɪɡˈzæsərˌbeɪt
exacerbated	ɪɡˈzæsərˌbeɪtəd
exacerbates	ɪɡˈzæsərˌbeɪts
exacerbating	ɪɡˈzæsərˌbeɪtɪŋ
exacerbation	ɪɡˌzæsərˈbeɪʃən
exacerbations	ɪɡˌzæsərˈbeɪʃənz
exact	ɪɡˈzækt
exacted	ɪɡˈzæktɪd
exacting	ɪɡˈzæktɪŋ
exaction	ɪɡˈzækʃən
exactions	ɪɡˈzækʃənz
exactitude	ɪɡˈzæktəˌtuːd
exactly	ɪɡˈzæktliː
exactly's	ɪɡˈzæktliːz
exacts	ɪɡˈzækts
exaggerate	ɪɡˈzædʒəˌreɪt
exaggerated	ɪɡˈzædʒəˌreɪtəd
exaggerates	ɪɡˈzædʒəˌreɪts
exaggerating	ɪɡˈzædʒəˌreɪtɪŋ
exaggeration	ɪɡˌzædʒəˈreɪʃən
exaggerations	ɪɡˌzædʒəˈreɪʃənz
exalt	ɪɡˈzɔːlt
exalted	ɪɡˈzɔːltɪd
exalting	ɪɡˈzɔːltɪŋ
exalts	ɪɡˈzɔːlts
exam	ɪɡˈzæm
examination	ɪɡˌzæməˈneɪʃən
examinations	ɪɡˌzæməˈneɪʃənz
examine	ɪɡˈzæmɪn
examined	ɪɡˈzæmənd
examiner	ɪɡˈzæmənər
examiner's	eɡˈzæmənərz
examiners	ɪɡˈzæmɪnərz
examines	ɪɡˈzæmənz
examining	ɪɡˈzæmɪnɪŋ
example	ɪɡˈzæmpəl
examples	ɪɡˈzæmpəlz
exams	ɪɡˈzæmz
exar	ˈeksər
exasperate	ɪɡˈzæspəˌreɪt
exasperated	ɪɡˈzæspəˌreɪtɪd
exasperating	ɪɡˈzæspəˌreɪtɪŋ
exasperation	ˌekˌsæspəˈreɪʃən
exboyfriend	ˌeksˈbɔɪˌfrend
exbroker	ˌeksˈbroʊkər
exbroker's	ˌeksˈbroʊkərz
exbrokers	ˌeksˈbroʊkərz
excalibur	ˌekˈskæləbər
excavate	ˈekskəˌveɪt
excavated	ˈekskəˌveɪtɪd
excavating	ˈekskəˌveɪtɪŋ
excavation	ˌekskəˈveɪʃən
excavations	ˌekskəˈveɪʃənz
excavator	ˈekskəˌveɪtər
excavators	ˈekskəˌveɪtərz
excedrin	ekˈsedrən
exceed	ɪkˈsiːd
exceeded	ɪkˈsiːdəd
exceeding	ɪkˈsiːdɪŋ
exceedingly	ɪkˈsiːdɪŋliː
exceeds	ɪkˈsiːdz
excel	ɪkˈsel
excel's	ɪkˈselz
excelan	ˌekˈselən
excelled	ɪkˈseld
excellence	ˈeksələns
excellencies	ˌekˈslensiːz
excellency	ˌekˈslensiː
excellent	ˈeksələnt
excellently	ˈeksələntliː
excelling	ekˈselɪŋ
excels	ɪkˈselz
excelsior	ɪkˈselsiːər
except	ɪkˈsept
excepted	ɪkˈseptɪd
excepting	ˌekˈseptɪŋ
exception	ɪkˈsepʃən
exceptional	ɪkˈsepʃənəl
exceptionally	ɪkˈsepʃənəliː
exceptions	ɪkˈsepʃənz
excerpt	ˈeksərpt
excerpted	ˌekˈsɜːrptɪd
excerpts	ˈeksərpts
excess	ˈekˌses
excesses	ˌekˈsesɪz
excessive	ɪkˈsesɪv
excessively	ɪkˈsesɪvliː
exchange	ɪksˈtʃeɪndʒ
exchange's	ɪksˈtʃeɪndʒɪz
exchangeable	ɪksˈtʃeɪndʒəbəl
exchanged	ɪksˈtʃeɪndʒd
exchanger	ɪksˈtʃeɪndʒər
exchangers	ɪksˈtʃeɪndʒərz
exchanges	ɪksˈtʃeɪndʒəz
exchanging	ɪksˈtʃeɪndʒɪŋ
exchequer	ˈeksˌtʃekər
excimer	ˌekˈsɪmər
excise	ekˈsaɪs
excised	ˈekˌsaɪzd
excises	ˈekˌsaɪzɪz
excision	ɪkˈsɪʒən
excitable	ɪkˈsaɪtəbəl
excitation	ˌeksaɪˈteɪʃən
excite	ɪkˈsaɪt
excited	ɪkˈsaɪtəd
excitedly	ɪkˈsaɪtədliː
excitement	ɪkˈsaɪtmənt
excites	ɪkˈsaɪts
exciting	ɪkˈsaɪtɪŋ
exclaim	ɪksˈkleɪm
exclaimed	ɪksˈkleɪmd
exclaiming	ɪksˈkleɪmɪŋ
exclaims	ɪksˈkleɪmz
exclamation	ˌekskləˈmeɪʃən
exclamation-point	ˌekskləˌmeɪʃənˈpɔɪnt
exclamations	ˌekskləˈmeɪʃənz
excludable	ɪksˈkluːdəbəl
exclude	ɪksˈkluːd
excluded	ɪksˈkluːdəd
excludes	ɪksˈkluːdz
excluding	ɪksˈkluːdɪŋ
exclusion	ɪksˈkluːʒən
exclusionary	ɪksˈkluːʒəˌneriː
exclusions	ɪksˈkluːʒənz
exclusive	ɪksˈkluːsɪv
exclusively	ɪksˈkluːsɪvliː
exclusives	ɪksˈkluːsɪvz
exclusivity	ˌeksˌkluːˈsɪvətiː
exco	ˈekskoʊ
excoa	ˌekˈskoʊə
excommunicate	ˌekskəˈmjuːnəˌkeɪt
excommunicated	ˌekskəˈmjuːnəˌkeɪtəd
excommunication	ˌekskəˌmjuːnəˈkeɪʃən
excoriate	ekˈskɔːriːˌeɪt
excoriated	ekˈskɔːriːˌeɪtɪd
excoriating	ekˈskɔːriːˌeɪtɪŋ
excoriation	ekˈskɔːriːˌeɪʃən
excrement	ˈekskrəmənt
excrete	ɪkˈskriːt
excreted	ɪkˈskriːtɪd
excretes	ɪkˈskriːtz
excretion	ɪkˈskriːʃən
excretory	ˈekskrəˌtɔːriː
excruciating	ɪkˈskruːʃiːˌeɪtɪŋ
excruciatingly	ˌekˈskruːsiːˌeɪtɪŋliː
exculpate	ˌekˈskʌlpeɪt
exculpatory	ˌekˈskʌlpəˌtɔːriː
excursion	ɪkˈskɜːrʒən
excursions	ɪkˈskɜːrʒənz
excusable	ɪksˈkjuːzəbəl
excuse	ɪksˈkjuːs
excused	ɪksˈkjuːzd
excuses	ɪksˈkjuːsɪz
excusing	ɪksˈkjuːzɪŋ
exec	ˌeɡˈzek
execrable	ˌeɡˈzekrəbəl
execs	ˌeɡˈzeks
execute	ˈeksəˌkjuːt
executed	ˈeksəˌkjuːtɪd
executes	ˈeksəˌkjuːts
executing	ˈeksəˌkjuːtɪŋ
execution	ˌeksəˈkjuːʃən
executioner	ˌeksəˈkjuːʃənər
executioner's	ˌeksəˈkjuːʃənərz
executioners	ˌeksəˈkjuːʃənərz
executions	ˌeksəˈkjuːʃənz
executive	ɪɡˈzekjətɪv
executive's	eɡˈzekjətɪvz
executives	ɪɡˈzekjətɪvz
executone	ˌeɡˈzekjuːˌtoʊn
executor	ɪɡˈzekjətər
executors	ɪɡˈzekjətərz
exel	ˈeksəl
exemplar	ɪɡˈzemplɑːr
exemplars	ɪɡˈzemplɑːrz
exemplary	ɪɡˈzempləriː
exemplified	ɪɡˈzempləˌfaɪd
exemplifies	ɪɡˈzempləˌfaɪz
exemplify	ɪɡˈzempləˌfaɪ
exemplifying	ɪɡˈzempləˌfaɪɪŋ
exemplum	ɪɡˈzempləm
exempt	ɪɡˈzempt
exempted	ɪɡˈzemptɪd
exempting	ɪɡˈzemptɪŋ
exemption	ɪɡˈzempʃən
exemptions	ɪɡˈzempʃənz
exempts	ɪɡˈzempts
exercisable	ˈeksərˌsaɪzəbəl
exercise	ˈeksərˌsaɪz
exercised	ˈeksərˌsaɪzd
exerciser	ˈeksərˌsaɪzər
exercisers	ˈeksərˌsaɪzərz
exercises	ˈeksərˌsaɪzəz
exercising	ˈeksərˌsaɪzɪŋ
exert	ɪɡˈzɜːrt
exerted	ɪɡˈzɜːrtɪd
exerting	ɪɡˈzɜːrtɪŋ
exertion	ɪɡˈzɜːrʃən
exertions	ɪɡˈzɜːrʃənz
exerts	ɪɡˈzɜːrts
exes	ˈeksɪz
exeter	ˈeksɪtər
exfoliate	eksˈfoʊliːeɪt
exfoliation	eksˌfoʊliːˈeɪʃən
exhalation	ˌekshəˈleɪʃən
exhale	eksˈheɪl
exhaled	eksˈheɪld
exhaust	ɪɡˈzɔːst
exhausted	ɪɡˈzɔːstɪd
exhausting	ɪɡˈzɔːstɪŋ
exhaustion	ɪɡˈzɔːstʃən
exhaustive	ɪɡˈzɔːstɪv
exhaustively	ɪɡˈzɑːstɪvliː
exhausts	ɪɡˈzɔːsts
exhibit	ɪɡˈzɪbɪt
exhibit's	ɪɡˈzɪbəts
exhibited	ɪɡˈzɪbətəd
exhibiting	ɪɡˈzɪbɪtɪŋ
exhibition	ˌeksəˈbɪʃən
exhibitionist	ˌeksəˈbɪʃənɪst
exhibitionists	ˌeksəˈbɪʃənɪsts
exhibitions	ˌeksəˈbɪʃənz
exhibitor	ɪɡˈzɪbətər
exhibitors	ɪɡˈzɪbətərz
exhibits	ɪɡˈzɪbəts
exhilarate	ɪɡˈzɪləˌreɪt
exhilarated	ɪɡˈzɪləˌreɪtɪd
exhilarating	ɪɡˈzɪləˌreɪtɪŋ
exhilaration	ɪɡˌzɪləˈreɪʃən
exhort	ɪɡˈzɔːrt
exhortation	ˌeɡˌzɔːrˈteɪʃən
exhortations	ˌeɡˌzɔːrˈteɪʃənz
exhorted	ɪɡˈzɔːrtɪd
exhorting	ɪɡˈzɔːrtɪŋ
exhorts	ɪɡˈzɔːrts
exhumation	eksˌhjuːˈmeɪʃən
exhume	eksˈhjuːm
exhumed	eksˈhjuːmd
exhumes	eksˈhjuːmz
exide	ˈekˌsaɪd
exigencies	ˌekˈsɪdʒənsiːz
exigency	ˌekˈsɪdʒənsiː
exigent	ˈeksɪdʒənt
exigents	ˈeksɪdʒənts
exile	ˈeɡˌzaɪl
exiled	ˈeɡˌzaɪld
exiles	ˈeɡˌzaɪlz
exim	ˈeksɪm
exim's	ˈeksɪmz
exist	ɪɡˈzɪst
existed	ɪɡˈzɪstəd
existence	eɡˈzɪstəns
existent	eɡˈzɪstənt
existential	ˌeɡˌzɪˈstenʃəl
existing	ɪɡˈzɪstɪŋ
exists	ɪɡˈzɪsts
exit	ˈeɡzɪt
exited	ˈeɡzətɪd
exiting	ˈeɡzɪtɪŋ
exits	ˈeɡzɪts
exler	ˈekslər
exley	ˈeksliː
exline	ˈekslaɪn
exner	ˈeksnər
exocet	ˈeksoʊˌset
exodus	ˈeksədəs
exogenous	ˌekˈsoʊdʒənəs
exon	ˌekˈsɔːn
exonerate	ɪɡˈzɑːnəˌreɪt
exonerated	ɪɡˈzɑːnəˌreɪtɪd
exonerates	ɪɡˈzɑːnəˌreɪts
exonerating	ɪɡˈzɑːnəˌreɪtɪŋ
exoneration	ɪɡzɑːnəˈreɪʃən
exorbitant	ɪɡˈzɔːrbɪtənt
exorcism	ˈeksərˌsɪzəm
exorcisms	ˈeksərˌsɪzəmz
exorcist	ˈeksərsəst
exorcists	ˈeksərsɪsts
exoskeleton	ˌeksoʊˈskelətən
exothermic	ˌeksoʊˈθɜːrmɪk
exotic	ɪɡˈzɑːtɪk
exotics	eɡˈzɑːtɪks
exovir	ˌeksoʊˈvɪr
expand	ɪkˈspænd
expandable	ɪkˈspændəbəl
expanded	ɪkˈspændəd
expanding	ɪkˈspændɪŋ
expands	ɪkˈspændz
expanse	ɪkˈspæns
expanses	ɪkˈspænsɪz
expansion	ɪkˈspænʃən
expansion's	ɪkˈspænʃənz
expansionary	ɪkˈspænʃəˌneriː
expansionism	ɪkˈspænʃəˌnɪzəm
expansionist	ɪkˈspænʃənɪst
expansions	ɪkˈspænʃənz
expansive	ɪkˈspænsɪv
expatriate	ekˈspeɪtriːˌeɪt
expatriates	ekˈspeɪtriːˌeɪts
expatriation	ekˌspeɪtriːˈeɪʃən
expect	ɪkˈspekt
expectancies	ɪkˈspektənsiːz
expectancy	ɪkˈspektənsiː
expectant	ɪkˈspektənt
expectation	ˌekspekˈteɪʃən
expectations	ˌekspekˈteɪʃənz
expected	ɪkˈspektəd
expecting	ɪkˈspektɪŋ
expectorant	ɪkˈspektərənt
expects	ɪkˈspekts
expedia	ekˈspiːdiːə
expedience	ɪkˈspiːdiːəns
expediency	ɪkˈspiːdiːənsiː
expedient	ɪkˈspiːdiːənt
expedite	ˈekspɪˌdaɪt
expedited	ˈekspɪˌdaɪtɪd
expediting	ˈekspəˌdaɪtɪŋ
expedition	ˌekspəˈdɪʃən
expeditionary	ˌekspəˈdɪʃəˌneriː
expeditions	ˌekspəˈdɪʃənz
expeditious	ˌekspəˈdɪʃəs
expeditiously	ˌekspəˈdɪʃəsliː
expel	ɪkˈspel
expelled	ɪkˈspeld
expelling	ɪkˈspelɪŋ
expend	ɪkˈspend
expendable	ɪkˈspendəbəl
expended	ɪkˈspendɪd
expending	ˌekˈspendɪŋ
expenditure	ɪkˈspendətʃər
expenditures	ɪkˈspendətʃərz
expense	ɪkˈspens
expenses	ɪkˈspensəz
expensing	ɪkˈspensɪŋ
expensive	ɪkˈspensɪv
expensively	ˌekˈspensɪvliː
experience	ɪkˈspɪriːəns
experienced	ɪkˈspɪriːənst
experiences	ɪkˈspɪriːənsɪz
experiencing	ɪkˈspɪriːənsɪŋ
experiential	ekˌsperiːˈenʃəl
experiment	ɪkˈsperəmənt
experiment's	ɪkˈsperəmənts
experimental	ɪkˌsperɪˈmentəl
experimentalist	ɪkˌsperəˈmentəlɪst
experimentally	ɪkˌsperəˈmentəliː
experimentation	ɪkˌsperəmənˈteɪʃən
experimented	ɪkˈsperəməntəd
experimenter	ɪkˈsperəˌmentər
experimenters	ɪkˈsperəˌmentərz
experimenting	ekˈsperəˌmentɪŋ
experiments	ɪkˈsperəmənts
expert	ˈekspərt
expert's	ˈekspərts
expertise	ˌekspərˈtiːz
expertly	ˈekspərtliː
experts	ˈekspərts
expiate	ˈekspiːˌeɪt
expiration	ˌekspəˈreɪʃən
expirations	ˌekspəˈreɪʃənz
expiratory	ɪkˈspaɪrəˌtɔːriː
expire	ɪkˈspaɪr
expired	ɪkˈspaɪrd
expires	ɪkˈspaɪərz
expiring	ɪkˈspaɪrɪŋ
expiry	ˌekˈspaɪriː
explain	ɪkˈspleɪn
explainable	ɪkˈspleɪnəbəl
explained	ɪkˈspleɪnd
explaining	ɪkˈspleɪnɪŋ
explains	ɪkˈspleɪnz
explanation	ˌekspləˈneɪʃən
explanations	ˌekspləˈneɪʃənz
explanatory	ɪkˈsplænəˌtɔːriː
expletive	ˈeksplətɪv
expletives	ˈeksplətɪvz
explicable	ekˈsplɪkəbəl
explicate	ˈekspləˌkeɪt
explication	ˌekspləˈkeɪʃən
explicit	ɪkˈsplɪsət
explicite	ɪkˈsplɪsət
explicitly	ɪkˈsplɪsətliː
explode	ɪkˈsploʊd
exploded	ɪkˈsploʊdəd
explodes	ɪkˈsploʊdz
exploding	ɪkˈsploʊdɪŋ
exploit	ˈekˌsplɔɪt
exploitation	ˌekˌsplɔɪˈteɪʃən
exploitative	ˌekˈsplɔɪtətɪv
exploited	ˈekˌsplɔɪtəd
exploiting	ˈekˌsplɔɪtɪŋ
exploitive	ɪkˈsplɔɪtɪv
exploits	ˈekˌsplɔɪts
exploration	ˌekspləˈreɪʃən
exploration's	ˌekspləˈreɪʃənz
explorations	ˌekspləˈreɪʃənz
exploratory	ɪkˈsplɔːrəˌtɔːriː
exploravision	ɪkˈsplɔːrəˌvɪʒən
explore	ɪkˈsplɔːr
explored	ɪkˈsplɔːrd
explorer	ɪkˈsplɔːrər
explorers	ɪkˈsplɔːrərz
explores	ɪkˈsplɔːrz
exploring	ɪkˈsplɔːrɪŋ
explosion	ɪkˈsploʊʒən
explosions	ɪkˈsploʊʒənz
explosive	ɪkˈsploʊsɪv
explosively	ˌekˈsploʊsɪvliː
explosives	ɪkˈsploʊsɪvz
explosivos	ˌekspləˈsiːvoʊs
expo	ˈekspoʊ
exponent	ˈekˌspoʊnənt
exponential	ˌekspoʊˈnenʃəl
exponentially	ˌekspoʊˈnenʃəliː
exponents	ɪkˈspoʊnənts
export	ˈekspɔːrt
exportable	ekˈspɔːrtəbəl
exported	ɪkˈspɔːrtəd
exporter	ɪkˈspɔːrtər
exporters	ɪkˈspɔːrtərz
exporting	ɪkˈspɔːrtɪŋ
exports	ˈekspɔːrts
expos	ˈekspoʊz
expose	ɪkˈspoʊz
exposed	ɪkˈspoʊzd
exposes	ɪkˈspoʊzɪz
exposing	ɪkˈspoʊzɪŋ
exposition	ˌekspəˈzɪʃən
expositions	ˌekspəˈzɪʃənz
exposito	ekspəˈsaɪtoʊ
exposure	ɪkˈspoʊʒər
exposures	ɪkˈspoʊʒərz
expound	ɪkˈspaʊnd
expounded	ɪkˈspaʊndəd
expounding	ɪkˈspaʊndɪŋ
expounds	ɪkˈspaʊndz
express	ɪkˈspres
express's	ɪkˈspresɪz
expressed	ɪkˈsprest
expresses	ɪkˈspresəz
expressing	ɪkˈspresɪŋ
expression	ɪkˈspreʃən
expressionism	ɪkˈspreʃəˌnɪzəm
expressionist	ɪkˈspreʃənəst
expressionistic	ɪkˌspreʃəˈnɪstɪk
expressionless	ɪkˌspreʃənlɪs
expressions	ɪkˈspreʃənz
expressive	ɪkˈspresɪv
expressivity	ˌeksprəˈsɪvɪtiː
expressly	ekˈspresliː
expresso	ɪkˈspesoʊ
expressway	ɪkˈspreˌsweɪ
expropriate	ekˈsproʊpriːˌeɪt
expropriated	ekˈsproʊpriːˌeɪtɪd
expropriation	ˌekˌsproʊpriːˈeɪʃən
expropriations	ˌekˌsproʊpriːˈeɪʃənz
expulsion	ɪkˈspʌlʃən
expulsions	ɪkˈspʌlʃənz
expunge	ɪkˈspʌndʒ
expunged	ɪkˈspʌndʒd
exquisite	ˈekskwəzət
exquisitely	ˌekˈskwɪzɪtliː
extant	ˈekstənt
extel	ˈekˌstel
extend	ɪkˈstend
extendable	ˌekˈstendəbəl
extended	ɪkˈstendəd
extender	ˈekˌstendər
extenders	ˈekˌstendərz
extendible	ˌekˈstendɪbəl
extending	ɪkˈstendɪŋ
extends	ɪkˈstendz
extension	ɪkˈstenʃən
extensions	ɪkˈstenʃənz
extensive	ɪkˈstensɪv
extensively	ɪkˈstensɪvliː
extent	ɪkˈstent
extenuate	ɪkˈstenjuːˌeɪt
extenuating	ɪkˈstenjuːˌeɪtɪŋ
exterior	ɪkˈstɪriːər
exteriors	ekˈstɪriːərz
exterminate	ɪkˈstɜːrməˌneɪt
exterminated	ɪkˈstɜːrməˌneɪtɪd
exterminates	ɪkˈstɜːrməˌneɪts
exterminating	ɪkˈstɜːrməˌneɪtɪŋ
extermination	ɪkˌstɜːrməˈneɪʃən
exterminator	ɪkˈstɜːrməˌneɪtər
exterminators	ɪkˈstɜːrməˌneɪtərz
external	ɪkˈstɜːrnəl
externally	ɪkˈstɜːrnəliː
extinct	ɪkˈstɪŋkt
extinction	ɪkˈstɪŋkʃən
extinctions	ɪkˈstɪŋkʃənz
extinguish	ɪkˈstɪŋɡwɪʃ
extinguished	ɪkˈstɪŋɡwɪʃt
extinguisher	ɪkˈstɪŋɡwɪʃər
extinguishers	ɪkˈstɪŋɡwɪʃərz
extinguishing	ɪkˈstɪŋɡwɪʃɪŋ
extinguishment	ɪkˈstɪŋɡwɪʃmənt
extirpate	ˈekstərˌpeɪt
extirpated	ˈekstərˌpeɪtəd
extirpates	ˈekstərˌpeɪts
extirpating	ˈekstərˌpeɪtɪŋ
extol	ɪkˈstoʊl
extolled	ɪkˈstoʊld
extolling	ɪkˈstoʊlɪŋ
extols	ɪkˈstoʊlz
exton	ˈekstən
extort	ekˈstɔːrt
extorted	ekˈstɔːrtɪd
